name,state,groups,drug-interactions,enzymes,targets,average-mass,monoisotopic-mass
1176,1,22,660,346,1,213.1906,213.074955855
105,1,22,457,303,1,444.488,444.200884638
886,1,22,421,264,1,1110.357,1109.626015129
113,1,1,692,396,1,318.35,318.067428113
86,1,1,431,76,0,284.242,284.059720369
718,1,1,1106,548,1,163.1717,163.084457909
545,1,0,1056,296,1,392.4907,392.209992772
493,1,1,653,508,1,332.528,332.271530399
224,1,22,167,17,1,381.809,381.035017899
1151,1,1,845,429,1,761.837,761.261829923
745,1,22,491,185,1,370.422,370.098727764
907,1,0,563,334,1,359.2574,359.072905124
520,1,22,459,196,1,330.468,330.219494826
125,1,22,1159,347,1,398.499,398.209324066
250,1,1,617,217,1,531.318,531.06306
694,1,0,1191,427,1,203.2371,203.094628665
563,0,22,704,185,1,370.422,370.098727764
984,1,0,276,273,1,315.48,315.165685603
1193,1,0,600,322,1,475.354,474.106666884
871,1,1,571,328,1,427.564,427.26350551
312,1,1,977,267,1,369.36,369.075882366
527,1,1,425,190,1,111.1451,111.079647303
943,1,22,1025,109,1,370.422,370.098727764
825,1,1,482,280,1,414.549,414.230728214
1079,1,22,64,185,1,370.422,370.098727764
1086,1,5,557,196,1,679.8493,679.405732463
156,1,1,290,286,1,212.2887,212.152477894
617,1,1,209,356,1,531.431,530.148760818
70,1,1,831,254,1,460.5,460.130422295
489,1,22,922,423,1,308.3743,308.152477894
1155,1,1,961,216,1,370.422,370.098727764
12,1,0,200,373,1,349.509,349.240564619
488,1,22,443,196,1,241.287,241.131408096
1006,1,22,532,196,1,232.2272,232.102334112
590,1,22,340,196,0,489.67,489.254894534
351,1,22,731,535,1,392.438,392.176087483
788,1,0,343,185,1,420.6252,420.323959896
194,1,1,223,491,1,427.41,426.1953171
650,1,1,109,350,1,393.506,393.221640697
204,1,1,487,470,0,267.67,267.0523023
1131,1,1,145,381,1,431.536,431.220891806
1015,1,3,199,138,1,440.941,440.177917386
1056,1,30,638,103,1,255.317,255.013617927
708,1,1,876,145,1,264.3648,264.16264865
20,1,1,437,39,1,163.195,163.030313849
787,1,0,535,205,1,299.414,299.188529049
885,1,0,396,636,1,295.44,295.139470854
846,1,0,1109,25,1,316.1366,316.01387174
968,1,1,981,196,1,463.787,462.078094435
494,1,22,61,185,0,426.42,426.139113458
786,1,1,24,231,1,413.4205,413.147452095
980,1,1,554,507,1,540.69,540.207627243
1008,1,22,660,17,1,354.4493,354.216809484
987,1,0,965,341,1,238.1935,238.066617308
37,1,0,248,222,1,339.3916,339.169524941
1073,1,0,518,438,1,221.3385,221.177964363
1021,1,0,111,329,1,495.5345,495.234491142
899,1,0,249,519,1,373.441,373.114792406
376,1,0,748,407,1,442.4666,442.164105212
347,1,1,1149,87,1,420.504,420.1137259
1147,1,0,260,196,1,448.941,448.155370383
84,1,0,812,173,1,285.77,285.0920418
1202,1,1,415,130,1,349.471,349.225308482
596,1,0,336,277,1,250.2936,250.131742452
975,1,0,821,327,1,435.881,435.065569098
751,1,3,1107,593,1,339.435,339.183443669
957,1,22,340,196,1,990.222,989.562943387
665,1,1,943,229,1,376.23,375.0752615
93,1,0,761,231,1,483.951,483.17856544
359,1,1,162,106,1,213.189,213.063722458
60,1,22,660,183,1,483.473,483.152931389
1145,1,22,995,185,0,245.366,245.177964365
1182,1,1,636,216,1,516.656,516.25187436
1027,1,3,23,277,1,454.905,454.006005309
1135,0,0,957,196,1,370.422,370.098727764
1090,1,0,852,140,1,1030.2871,1029.602485741
1023,1,0,674,229,1,749.939,749.291690263
279,1,0,826,416,1,408.873,408.133966239
10,1,22,646,196,1,370.422,370.098727764
999,1,0,825,216,1,315.41,315.194677059
252,1,22,645,196,1,370.422,370.098727764
549,1,22,513,261,0,385.846,384.995774974
109,1,1,86,590,1,470.613,470.256942963
44,1,1,759,534,1,378.428,378.157957196
354,1,0,1183,42,1,412.6478,412.334130652
818,1,15,449,118,1,332.484,332.23514489
78,1,1,56,506,1,273.35,273.082349901
422,1,0,35,277,1,435.277,434.049071779
207,1,22,365,216,1,765.945,765.420045112
384,1,22,656,103,1,370.422,370.098727764
1107,1,22,660,114,1,257.2184,257.081184092
1012,1,22,656,17,1,238.2845,238.11061308
95,1,22,51,278,1,501.73,501.291280043
350,1,22,306,196,1,442.5925,442.262028342
637,1,1,74,375,1,638.822,636.050229257
945,1,22,214,196,0,268.36,268.157563272
193,1,22,414,77,1,283.35,283.099062593
611,1,22,448,196,1,439.471,439.153206168
241,1,22,985,287,1,161.65,161.0065981
892,1,22,660,121,0,348.359,348.14336976
918,1,22,602,185,1,306.3602,306.16919059
924,1,0,261,196,1,367.87,367.1662694
949,1,22,148,130,1,400.49,400.145678435
743,1,22,438,586,1,516.55,516.18965125
298,1,22,215,130,1,301.474,301.240564622
726,1,22,341,196,1,755.987,755.481976666
837,1,0,862,150,1,437.518,437.163393705
26,1,1,764,344,1,243.301,243.125928793
716,1,1,558,387,1,570.649,570.226705462
758,1,22,62,185,0,371.437,371.184506297
827,1,1,575,222,1,349.434,349.179026993
68,1,0,836,448,1,459.4971,459.190654313
1069,1,1,1073,181,0,463.501,463.208276263
97,1,1,592,501,1,386.47,386.120131908
575,1,1,159,196,0,717.77,717.241370179
275,1,0,1084,418,1,94.1145,94.053098202
1204,1,22,77,218,1,533.6288,533.2977601
991,1,1,870,434,1,302.349,302.143056023
628,1,0,120,63,1,370.422,370.098727764
835,1,0,27,196,1,1047.2062,1046.50142376
790,1,22,944,233,1,525.56,525.170925567
409,1,22,398,130,1,265.36,265.157897624
1208,1,0,310,273,1,441.5249,441.216475133
600,1,22,459,196,0,356.81,356.0927701
707,1,6,429,337,1,390.52,390.240624195
270,1,0,177,338,1,627.7332,627.316917457
315,1,1,106,601,1,233.3062,233.141578857
441,1,0,284,138,1,411.5769,411.277344055
651,1,0,970,222,0,528.94,527.154947772
702,1,0,1133,209,1,302.451,302.224580204
770,1,1,271,456,1,385.3707,385.127385355
781,1,1,361,204,1,327.468,327.219829178
479,1,0,567,231,0,614.4066,614.116518403
164,1,6,1041,130,1,261.3593,261.172878985
1041,1,13,409,130,0,234.387,234.209598845
1054,1,0,11,152,1,314.362,314.083746402
500,1,22,356,272,1,310.4299,310.193280076
1239,1,6,151,185,1,272.2974,272.083729628
15,1,1,172,343,1,354.18,353.0221633
1224,1,6,178,4,0,298.36,298.066365485
1013,1,6,724,466,1,354.446,354.183109317
496,1,22,418,589,1,375.21,374.0224977
45,1,1,459,196,0,378.108,375.978589
128,1,4,451,635,1,536.888,536.438201803
129,1,2,423,127,1,117.1463,117.078978601
874,1,0,90,196,0,245.33,245.164045632
117,1,1,696,185,0,358.263,357.101082345
127,0,0,658,185,1,393.84,393.125547465
172,1,0,586,235,1,835.9324,835.377905537
529,1,1,146,32,1,370.422,370.098727764
187,1,0,900,20,1,305.4119,305.199093735
277,1,0,1141,75,1,370.422,370.098727764
303,1,0,459,196,1,372.505,372.23005951
328,1,0,1049,196,1,508.5515,508.227259852
521,0,3,1048,196,1,454.96,454.19223
535,1,1,358,269,1,428.6041,428.292659768
598,1,0,25,196,1,1096.33,1095.467029814
765,1,27,43,344,1,327.12,325.986112168
780,1,5,422,17,0,616.8235,616.41864814
936,1,0,428,548,1,444.4163,444.155746017
1047,1,0,1193,148,0,397.74,396.0021528
1125,1,0,1142,605,1,370.422,370.098727764
1127,1,1,1096,77,0,163.19,163.030314328
148,1,6,339,196,1,280.3594,280.167459256
210,1,0,661,97,1,423.202,422.028370912
1153,1,22,511,231,1,327.3313,327.110672659
831,1,0,245,231,1,370.422,370.098727764
0,1,6,856,453,0,308.3279,308.104859
186,1,22,440,282,1,451.369,450.068402008
417,1,33,853,214,0,408.362,408.084517475
1053,1,6,88,343,1,267.304,267.067761987
753,1,15,1177,104,1,428.6472,428.329045274
1139,1,6,216,196,1,382.4528,382.18925733
652,1,1,225,196,1,492.676,492.255897106
1121,1,0,1077,311,1,522.568,522.186080514
1070,0,0,96,17,1,452.5313,452.237430608
585,1,0,966,216,1,392.4907,392.209992772
100,1,1,517,400,1,568.5336,568.159413764
293,1,0,1115,606,1,139.1519,139.063328537
635,1,1,565,196,1,693.7204,693.278996673
1211,1,1,725,282,1,421.297,420.010218428
1076,1,1,1172,613,1,499.71,499.296759347
25,1,6,525,196,1,130.1915,130.121846468
375,1,22,753,555,1,302.1926,302.006267168
883,1,0,733,582,1,421.4608,421.168936466
964,1,0,675,472,1,366.4185,366.159294606
260,1,1,275,313,1,450.337,449.11854397
1183,1,0,354,229,1,433.592,433.261693991
447,1,1,750,610,1,307.4708,307.251129305
149,1,1,640,196,1,370.422,370.098727764
145,1,5,353,216,1,519.6767,519.342069575
443,1,0,662,196,1,1058.05,1056.4252209
175,1,1,33,241,1,501.514,501.169999048
989,1,0,841,231,1,306.365,306.159294606
1097,1,0,20,363,1,270.2073,270.061612157
1199,1,0,861,399,1,489.922,489.072546264
623,1,0,263,196,1,472.5422,472.23352218
852,1,0,882,310,1,349.393,349.121512115
724,1,0,254,594,1,396.506,396.161996722
1138,1,1,597,267,1,312.3696,312.169859292
942,1,0,574,388,1,482.815,482.076880893
21,1,0,378,109,1,484.651,484.161624833
392,1,0,925,459,1,464.436,464.093009286
111,1,0,154,196,1,555.505,554.156890893
206,1,0,956,600,1,370.422,370.098727764
476,1,3,1137,196,0,302.4079,302.188194698
472,1,0,835,236,1,538.576,538.163693965
181,1,0,247,292,1,444.516,444.140672805
512,1,0,1135,223,0,530.6512,530.266838948
890,1,0,890,229,1,273.2441,273.074955855
1152,1,0,1119,233,1,615.3948,615.077875874
271,1,1,927,473,1,519.562,519.101050904
620,1,1,869,450,1,246.348,246.173213336
856,1,6,941,240,1,426.58,426.208947396
343,1,0,781,627,1,419.3788,419.129277143
969,1,0,758,305,1,422.4157,422.161500097
656,1,0,1121,279,1,588.273,585.963349142
648,1,0,1180,267,1,354.27,352.961495
1031,1,0,1152,45,1,529.458,529.162544687
551,1,5,1165,598,1,810.732,810.19217043
546,1,23,334,196,0,228.3327,228.16264865
506,1,23,100,343,0,366.48,366.161328499
466,1,6,682,216,0,390.4452,390.184252179
461,1,5,683,216,0,376.4617,376.204987621
435,1,33,519,196,0,315.4513,315.198699805
393,1,22,1068,196,0,259.3865,259.193614427
337,1,1,50,302,1,608.5447,608.174120354
112,1,6,1046,130,1,291.347,291.14705816
160,1,23,984,196,1,393.689,391.949807384
34,1,1,515,196,1,551.7583,551.393436443
1216,1,0,623,326,1,492.5817,492.242435759
721,1,1,663,113,1,407.576,407.316445963
1063,1,1,622,196,1,450.93,450.1571017
1022,1,1,958,196,1,370.422,370.098727764
379,1,0,493,585,1,450.91,450.1445309
374,1,1,620,138,1,404.551,404.267507647
1082,1,0,98,117,1,450.323,450.08529742
762,1,1,545,177,1,578.603,578.248030644
752,1,0,538,273,1,651.794,651.361861531
538,1,0,584,224,1,440.507,440.196074037
540,1,0,589,474,1,415.432,415.155686391
184,1,1,881,361,1,314.469,314.224580206
205,1,0,542,231,1,558.135,557.22273844
249,1,0,903,176,1,776.03,775.354960183
1218,1,1,864,467,1,298.45,298.15036989
1120,1,1,643,7,1,312.453,312.208930142
1074,1,1,889,229,1,245.322,245.141578856
1030,1,0,1005,631,1,126.087,126.02928837
822,1,1,590,201,1,447.5328,447.238273207
793,1,0,596,312,1,434.4628,434.175418827
1185,1,0,1190,130,1,428.595,428.258405759
608,1,1,749,382,1,426.86,426.1094828
772,1,0,549,595,1,539.6248,539.253254569
795,1,0,805,365,1,386.448,386.184171945
1207,1,0,833,196,1,486.43,485.1735786
584,1,0,969,196,1,468.594,468.262422267
1167,1,0,292,196,1,387.476,387.204573038
875,1,0,524,196,1,511.52,510.221348
327,1,3,830,216,1,394.459,394.195565708
120,1,0,5,91,1,242.2268,242.057908808
1117,1,0,1008,68,1,370.422,370.098727764
377,1,0,26,296,1,447.884,447.124878763
273,1,1,949,320,1,738.89,738.385331362
180,1,5,629,91,1,80.103,79.9687389
1044,1,0,928,461,1,234.295,234.12559444
408,1,0,40,284,1,296.326,296.116092383
1236,1,1,637,496,1,305.4119,305.199093735
842,0,0,705,185,1,370.422,370.098727764
324,1,0,253,196,1,311.425,311.188529049
671,1,5,485,196,1,340.507,340.24023027
151,1,1,224,138,1,433.57,433.182398295
256,1,1,1074,15,1,63.546,62.929601079
1037,1,1,618,196,1,485.507,485.192626198
450,1,0,1102,596,1,358.444,358.192206368
419,1,6,964,289,1,342.846,342.070594897
349,1,0,1029,164,1,295.44,295.139470854
170,1,14,149,222,1,350.506,350.235813594
287,1,0,771,239,1,493.58,493.167142155
1209,1,3,505,562,1,237.299,237.136493476
645,1,0,1144,138,1,405.469,405.214030346
631,1,6,760,451,1,480.54,480.146741063
761,1,6,775,233,0,381.42,381.083492716
976,1,11,774,233,0,397.45,397.109627278
222,1,6,776,233,1,333.45,333.139864779
79,1,22,1037,130,1,371.53,371.07959045
742,1,1,1128,617,1,279.38,279.183443669
646,1,0,166,624,1,246.3016,246.125594442
310,1,1,790,391,1,206.2808,206.13067982
311,1,1,173,18,1,254.2806,254.094294314
1143,1,1,240,196,1,261.704,261.05565634
887,1,6,426,54,1,289.6,288.020082
144,1,22,220,196,1,367.512,367.242376141
676,1,22,233,130,1,263.356,263.168542495
1235,1,3,931,229,1,331.86,331.0797631
108,1,6,268,196,1,491.544,491.205635666
74,1,6,523,196,1,388.376,388.127050992
99,1,22,530,196,1,582.657,582.247834831
118,1,6,274,216,1,505.571,505.22128573
223,1,22,516,196,1,492.528,492.18965125
284,1,6,529,196,0,371.393,371.148120788
369,1,6,256,196,1,631.666,631.244737574
595,1,1,1057,196,1,455.551,455.230787787
614,1,1,1063,199,1,408.88,408.1451996
660,1,1,257,515,1,610.711,610.27913496
767,1,6,1059,196,1,609.723,609.283885988
768,1,6,531,196,0,490.553,490.231516063
696,1,1,817,383,1,319.85,319.0909965
882,1,6,380,116,1,226.323,226.146998588
1144,1,6,381,116,1,207.229,207.089543283
1083,1,1,796,367,1,200.169,200.059720321
542,1,22,281,306,1,319.408,319.168462308
869,1,0,573,597,0,437.44,437.023908795
865,1,0,630,337,0,136.1479,136.0524295
1180,1,2,473,43,1,863.3435,862.683911368
355,1,6,919,185,1,266.257,266.101504947
82,1,1,1075,542,1,384.425,384.178417862
1028,1,1,1093,548,0,390.07,389.921312
649,1,0,13,464,1,452.414,452.118378014
735,1,1,1021,12,1,242.235,242.101504947
739,1,6,165,541,1,395.382,395.145676005
916,1,6,824,67,1,264.325,264.147392512
1119,1,22,1030,196,1,436.952,436.122355695
938,1,22,934,185,1,279.343,279.137162179
979,1,1,946,138,1,500.485,500.189847063
1071,1,6,168,18,1,414.34,414.082741396
797,1,1,782,395,1,894.127,893.505112145
833,1,1,779,220,1,765.89,765.294467927
1020,1,11,439,548,0,482.441,482.121296908
1093,1,0,838,414,1,476.474,476.193705056
219,1,2,1101,65,1,370.422,370.098727764
594,1,6,341,196,0,785.969,785.456155841
1064,1,0,1195,196,1,370.422,370.098727764
1065,1,0,1194,196,1,370.422,370.098727764
1029,1,0,1098,640,1,41.9882,41.98817288
1084,1,1,420,72,1,312.257,312.086997698
1197,1,1,657,66,0,370.422,370.098727764
807,1,0,610,229,1,499.619,499.269573331
682,1,6,1108,633,1,483.87,485.07623
319,1,26,628,74,0,370.422,370.098727764
921,1,0,627,337,1,294.395,294.194342705
615,1,1,1040,130,1,307.434,307.214743798
798,0,1,1171,9,1,370.422,370.098727764
554,0,0,500,89,1,370.422,370.098727764
799,0,1,1168,630,1,370.422,370.098727764
589,1,1,1145,381,0,361.03,360.081492
889,0,0,1036,1,1,370.422,370.098727764
895,1,0,1082,193,1,101.1032,100.951524732
1004,1,1,1099,58,0,128.97,129.916915758
802,0,15,286,138,1,370.422,370.098727764
169,1,5,626,109,1,193.246,193.110278727
926,1,26,374,34,1,206.31,206.087769633
528,1,0,1023,337,1,275.348,275.15214354
851,0,1,432,229,0,370.422,370.098727764
1137,0,1,1126,330,1,370.422,370.098727764
618,1,1,510,52,0,459.4558,459.186631567
333,1,0,547,196,1,563.699,563.31076944
331,1,0,459,196,1,577.726,577.326419505
923,0,0,1169,13,1,370.422,370.098727764
1007,1,0,757,342,1,496.63,496.2144267
201,1,33,1089,26,1,365.4,365.104541898
610,1,1,1118,231,1,404.28,402.999011
552,1,6,506,185,1,370.422,370.098727764
560,1,22,492,185,1,370.422,370.098727764
562,1,22,489,185,1,370.422,370.098727764
371,1,0,904,320,1,882.035,881.422445147
515,1,0,772,196,1,766.903,766.335997918
1200,1,1,608,196,1,868.45,867.3180959
85,1,3,745,521,1,748.286,747.270476492
1111,1,0,147,48,1,404.81,405.992720501
1198,1,1,947,248,1,883.019,882.406460731
501,1,0,359,196,1,308.4141,308.177630012
801,1,1,633,465,1,413.17,411.9977395
1136,1,0,458,330,1,370.422,370.098727764
297,1,1,967,334,0,534.492,534.17261903
81,1,8,125,167,1,284.352,284.162373873
47,1,1,413,574,1,109.132,109.063997237
1210,1,1,568,196,1,816.944,816.390971041
884,1,1,266,145,1,295.85,295.1702922
1178,1,1,924,620,1,480.532,480.202222045
261,1,1,157,561,1,368.3799,368.125988372
821,1,1,935,276,1,472.589,472.247440906
14,1,1,562,332,1,465.517,465.191323009
1106,1,1,1015,216,1,520.505,520.182121086
383,1,1,968,273,1,540.01,539.1517794
602,1,1,939,130,1,377.367,377.135111321
1215,1,1,1014,509,1,345.39,345.094726104
174,0,1,128,543,1,405.358,405.113626985
161,1,22,340,196,1,905.044,904.44565073
961,1,1,14,461,1,697.778,697.309825957
582,1,1,744,403,1,384.436,384.179755269
1091,1,1,436,216,1,1145.04,1142.3097435
998,1,1,641,196,1,370.422,370.098727764
185,1,1,807,295,1,412.428,412.144787354
773,1,1,660,612,1,320.396,320.16371128
481,1,1,936,335,1,583.498,583.158047823
136,1,1,452,331,1,449.386,449.119855181
1133,1,1,902,196,1,454.863,454.104397445
107,1,1,1163,196,1,371.42,371.116443989
407,1,1,313,286,1,237.73,237.0920418
405,1,1,789,544,1,436.89,436.1288808
760,1,1,566,321,1,557.05,556.1989665
806,1,1,207,525,1,227.242,227.085875497
944,1,1,972,622,1,623.64,623.176244497
953,1,1,955,130,1,597.76,597.331504885
150,1,1,998,55,1,318.4935,318.255880332
550,1,1,570,321,1,560.475,559.186543307
67,1,1,840,282,1,477.44,477.088258569
1192,1,1,1131,139,1,418.578,418.283157712
295,1,1,582,216,1,441.524,441.215137722
11,1,1,501,315,0,184.242,184.100048394
116,1,1,472,637,1,344.492,344.256274259
1009,1,1,474,196,1,443.313,443.09292698
296,1,1,795,584,1,440.76,440.0499171
606,1,1,1016,313,1,410.425,410.155432226
362,1,1,612,196,1,416.87,416.1152369
274,1,1,591,143,1,469.939,469.168080981
139,1,1,737,441,1,441.233,440.02956
504,1,1,937,246,1,374.448,374.185509352
370,1,1,780,621,1,631.6,631.210561893
391,1,1,559,196,1,560.65,560.271130685
96,1,1,735,365,1,649.65,648.1510867
39,1,1,598,282,1,441.47,441.144630278
891,1,1,766,549,1,460.97,460.1223562
1080,1,1,219,390,1,376.335,376.10347684
612,1,1,734,475,1,572.561,572.20466805
1087,1,1,502,478,1,574.99,574.1707009
644,1,1,364,476,1,406.421,406.155352039
502,1,1,599,196,1,552.724,552.353637309
400,1,1,548,231,1,446.555,446.24302423
154,1,1,476,379,1,561.701,561.354288024
306,1,1,302,134,1,323.466,323.236754209
411,1,1,1196,325,1,304.3808,304.167459256
888,0,1,651,216,1,370.422,370.098727764
1161,1,1,670,188,1,359.65,357.9501172
442,1,1,671,511,0,279.31,279.067762465
152,1,1,613,251,1,584.1,583.2591382
919,1,1,277,322,1,367.4813,367.214743799
346,1,1,1013,216,1,425.749,425.050251565
399,1,1,1028,213,1,558.563,558.212592137
986,1,1,727,458,1,323.371,323.143390375
1024,1,1,854,231,1,516.605,516.259977484
947,1,1,996,337,1,439.313,438.069139
966,1,1,945,231,1,534.568,534.219095112
432,1,1,129,394,1,157.104,157.028754544
537,1,1,484,252,1,730.051,729.519305657
255,1,1,609,299,1,480.529,480.223351414
434,1,1,942,288,1,524.678,524.256959738
813,1,1,625,196,1,467.654,467.314792192
994,1,1,463,271,1,370.449,370.189257325
83,1,1,105,503,1,449.84,449.1066235
820,1,1,751,349,1,404.47,404.184840649
653,1,1,464,196,1,784.88,784.277814807
1038,1,1,778,551,1,424.94,424.1111228
604,1,1,556,196,1,507.73,507.301844727
491,1,22,1079,96,1,321.377,321.168856233
1078,1,1,611,618,1,572.75,572.336255913
990,0,1,642,548,1,370.422,370.098727764
285,1,1,773,291,1,398.85,398.1258016
858,1,1,593,569,1,417.82,417.0968077
386,1,1,978,196,1,370.422,370.098727764
669,1,22,659,632,1,476.87,476.0986433
654,1,1,666,34,1,591.54,590.1408987
1214,1,1,1170,634,1,370.422,370.098727764
406,1,0,509,61,1,340.284,340.079432095
236,1,0,1050,196,1,408.89,408.1503652
954,1,6,10,426,1,284.2204,284.032087988
1173,1,0,195,402,1,813.9684,813.451070479
65,1,0,1170,31,1,370.422,370.098727764
440,1,0,144,644,1,151.908,151.886671311
334,1,7,546,196,1,611.743,611.31076944
894,1,0,514,14,0,234.245,234.01418418
140,0,7,541,483,1,302.414,302.188194697
657,1,1,141,8,0,450.629,450.10712646
16,1,1,163,591,1,415.83,415.082265
462,1,7,419,106,0,214.183,214.061920473
424,1,6,361,196,0,300.442,300.208930142
471,1,7,686,236,1,444.51,444.158215012
380,1,1,844,477,1,473.383,473.139877173
505,1,1,736,619,1,838.87,838.298310911
29,1,0,1091,2,1,370.422,370.098727764
182,1,6,512,580,1,440.454,440.159688536
1099,1,0,828,497,1,412.614,412.297745148
1100,1,0,827,497,1,400.594,400.297745146
1102,1,1,1136,498,1,456.711,456.360345406
1220,1,6,308,196,0,426.516,426.194342705
448,0,4,528,196,1,370.422,370.098727764
779,1,1,360,196,0,370.489,370.214409446
102,1,1,1044,581,1,571.55,571.122477593
740,1,0,1170,5,1,370.422,370.098727764
1238,0,0,451,330,1,370.422,370.098727764
1123,0,1,647,34,1,370.422,370.098727764
218,1,4,1129,44,1,241.287,241.131408096
670,1,11,550,409,1,370.422,370.098727764
5,1,9,397,130,1,218.2948,218.141913208
748,1,22,877,435,1,628.938,628.449160412
159,1,0,615,185,0,259.063,257.975238
480,1,0,193,196,1,688.608,688.224926219
233,1,22,104,164,0,365.79,365.0942473
484,1,6,555,185,0,293.345,293.13282569
1158,1,6,1185,109,0,204.237,204.11234441
19,1,26,47,343,1,309.34,309.078327149
1,1,11,855,480,0,308.3279,308.104859
746,1,6,164,17,1,314.357,314.093642386
320,1,6,521,196,1,454.611,454.283157712
378,1,6,526,196,1,334.4977,334.24089897
634,1,6,527,196,1,468.545,468.22244916
1105,1,6,755,196,1,622.762,622.30428708
316,1,6,1055,196,1,609.723,609.283885988
1092,1,11,1150,94,1,287.2123,287.078340473
77,1,1,228,225,1,660.72,659.3256625
737,1,27,679,235,1,521.429,520.141944106
1228,1,1,427,38,1,136.315,133.866851992
587,1,1,572,250,1,582.97,582.1394008
1081,1,1,662,117,1,370.344,370.11896653
1002,1,8,191,196,1,370.489,370.214409446
366,1,0,1019,571,1,374.268,374.001495875
367,1,26,1019,571,1,336.2063,336.054554784
904,1,26,721,384,1,440.429,440.160004892
131,1,26,29,216,1,472.446,472.166233087
601,1,1,979,196,1,428.444,428.177230298
946,1,1,203,364,1,602.585,602.225399109
970,1,0,948,370,1,510.367,509.086266
794,1,1,503,274,1,386.55,386.202799388
1203,1,1,469,196,1,444.535,444.216140778
666,1,1,488,460,1,273.336,273.147726864
13,1,1,54,286,1,323.42,323.14159611
1219,1,1,544,286,1,337.379,337.142641484
1184,1,3,1,197,1,571.56,571.183124142
530,1,1,1076,185,1,370.422,370.098727764
92,1,1,456,317,1,581.656,581.266540031
282,1,0,988,196,1,450.93,450.1571017
1225,1,1,560,319,1,471.561,471.227039814
1187,0,1,767,222,1,380.375,380.157243745
1034,1,1,367,28,1,370.422,370.098727764
845,1,1,465,196,1,487.508,487.203110695
981,1,1,917,155,1,370.422,370.098727764
1094,1,1,762,241,1,492.583,492.227374166
487,1,1,980,227,1,418.457,418.175338592
94,1,1,32,231,1,498.57,498.240419072
971,1,1,140,576,0,401.474,401.196408389
1181,1,1,932,447,1,549.554,549.198774206
1166,1,1,901,185,1,446.559,446.254257618
373,1,1,561,380,1,597.66,597.234508266
1201,1,1,632,543,1,426.388,426.136428113
115,1,1,48,290,1,383.34,383.043913533
364,1,6,540,100,1,786.733,786.258243881
903,1,26,28,196,1,402.4807,402.204238692
23,1,1,478,399,1,604.13,603.2524793
1039,1,1,507,623,1,560.606,560.234745176
439,1,0,142,606,1,431.154,431.006543
607,1,22,348,296,1,968.28,967.1435188
1010,1,1,113,251,1,525.613,525.248837886
896,1,1,726,358,1,533.612,533.266299469
126,1,0,784,138,1,562.573,562.210422133
88,1,1,477,196,1,603.525,603.170508599
446,1,1,594,247,1,378.432,378.169190584
638,0,1,368,27,1,370.422,370.098727764
639,1,1,648,216,1,370.422,370.098727764
663,0,1,435,196,1,674.96,674.398604889
725,1,1,38,473,1,450.56,450.172561887
796,1,1,430,451,1,354.79,354.0883534
732,1,1,198,221,1,585.709,585.306352764
1014,1,0,127,611,1,499.52,499.195464906
305,1,1,752,563,1,425.467,425.200316838
774,1,1,461,196,1,499.535,499.240639019
114,1,1,768,378,1,452.518,452.196074037
1132,0,0,650,196,1,370.422,370.098727764
625,1,0,450,241,1,508.42,508.055206494
